sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
"Dear KOTAK User, your A/c X4522-credited by Rs.42896.17 on 28Aug26 transfer from PHONEPE PRIVATE LIMITED Ref No 214236741784 -ICICI",X4522,214236741784,42896.17,Credit,28Aug26,NaN,Miscellaneous,ICICI
A/c XX4587 debited by Rs.7895.00 for RAPIDO RIDE on 12Jun26 UTR 579935160246,XX4587,579935160246,7895.00,Debit,12Jun26,RAPIDO RIDE,Travel,NaN
Your A/c XX5007 is debited by Rs.25521.00 on 04Jun26 towards HDFC LIFE INSURANCE - ICICI Bank,XX5007,NaN,25521.00,Debit,04Jun26,NaN,Miscellaneous,HDFC
INR 15853.00 spent using UPI at SPOTIFY INDIA Ref No 286440923132 on 28Jun26. Avl Bal XXXX,NaN,286440923132,15853.00,Debit,28Jun26,SPOTIFY INDIA,Entertainment,NaN
Payment of Rs.11677.00 successful to MYNTRA DESIGNS via UPI Ref 273475142192,NaN,273475142192,11677.00,Debit,NaN,MYNTRA DESIGNS VIA UPI,Shopping,NaN
"Dear KOTAK User, your A/c X6620-credited by Rs.12494.33 on 26Sep26 transfer from PAYTM PAYMENTS BANK Ref No 678940127801 -ICICI",X6620,678940127801,12494.33,Credit,26Sep26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X4736-credited by Rs.36109.68 on 10Apr26 transfer from FLIPKART INTERNET PVT LTD Ref No 127523131933 -KOTAK",X4736,127523131933,36109.68,Credit,10Apr26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X4491-credited by Rs.40545.8 on 22May26 transfer from UNACADEMY Ref No 207836827588 -SBI",X4491,207836827588,40545.8,Credit,22May26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X3754-credited by Rs.26208.44 on 22Jul26 transfer from BIGBASKET ONLINE Ref No 342378009190 -ICICI",X3754,342378009190,26208.44,Credit,22Jul26,NaN,Miscellaneous,SBI
Transaction successful. Rs.36077.00 transferred to SWIGGY LIMITED Ref No 771134815542,NaN,771134815542,36077.00,Debit,NaN,SWIGGY LIMITED,Food,NaN
"Dear AXIS User, your A/c X4556-credited by Rs.36072.46 on 15Sep26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 251026036999 -HDFC",X4556,251026036999,36072.46,Credit,15Sep26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X6578-credited by Rs.45144.58 on 27Nov26 transfer from NETFLIX INDIA Ref No 258469115986 -ICICI",X6578,258469115986,45144.58,Credit,27Nov26,NaN,Miscellaneous,ICICI
INR 45242.00 spent using UPI at COURSERA LEARNING Ref No 999611008591 on 27Apr26. Avl Bal XXXX,NaN,999611008591,45242.00,Debit,27Apr26,COURSERA LEARNING,Education,NaN
INR 2428.00 spent using UPI at OLA CABS Ref No 939939115472 on 22Jan26. Avl Bal XXXX,NaN,939939115472,2428.00,Debit,22Jan26,OLA CABS,Travel,NaN
"Dear PNB User, your A/c X3131-credited by Rs.40389.98 on 27Feb26 transfer from SPOTIFY INDIA Ref No 554952783568 -KOTAK",X3131,554952783568,40389.98,Credit,27Feb26,NaN,Miscellaneous,PNB
"Dear ICICI User, your A/c X3922-credited by Rs.24437.79 on 09Oct26 transfer from PAYTM PAYMENTS BANK Ref No 935071128847 -HDFC",X3922,935071128847,24437.79,Credit,09Oct26,NaN,Miscellaneous,HDFC
A/c XX5226 debited by Rs.19466.00 for AIRTEL PREPAID on 15Mar26 UTR 375410361913,XX5226,375410361913,19466.00,Debit,15Mar26,AIRTEL PREPAID,Recharge,NaN
"Dear SBI User, your A/c X8624-credited by Rs.11358.39 on 02Aug26 transfer from ANGEL ONE LIMITED Ref No 106592386268 -ICICI",X8624,106592386268,11358.39,Credit,02Aug26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X1898-credited by Rs.11054.48 on 04Mar26 transfer from UNACADEMY Ref No 630974303982 -HDFC",X1898,630974303982,11054.48,Credit,04Mar26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X3299-credited by Rs.29250.36 on 04Jan26 transfer from UPSTOX SECURITIES Ref No 498012624098 -ICICI",X3299,498012624098,29250.36,Credit,04Jan26,NaN,Miscellaneous,HDFC
INR 9916.00 spent using UPI at BLINKIT GROCERIES Ref No 815810601385 on 05Feb26. Avl Bal XXXX,NaN,815810601385,9916.00,Debit,05Feb26,BLINKIT GROCERIES,Groceries,NaN
"Dear KOTAK User, your A/c X2765-credited by Rs.4582.59 on 16Jul26 transfer from BLINKIT GROCERIES Ref No 425835092658 -ICICI",X2765,425835092658,4582.59,Credit,16Jul26,NaN,Miscellaneous,ICICI
INR 8288.00 spent using UPI at DISNEY HOTSTAR Ref No 209645023089 on 24Apr26. Avl Bal XXXX,NaN,209645023089,8288.00,Debit,24Apr26,DISNEY HOTSTAR,Entertainment,NaN
"Dear HDFC User, your A/c X8084-credited by Rs.47669.62 on 14Jul26 transfer from FLIPKART INTERNET PVT LTD Ref No 466403846850 -PNB",X8084,466403846850,47669.62,Credit,14Jul26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X4359-credited by Rs.9949.47 on 16Jun26 transfer from BLINKIT GROCERIES Ref No 575180674051 -PNB",X4359,575180674051,9949.47,Credit,16Jun26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X8101-credited by Rs.26131.21 on 22Sep26 transfer from UPSTOX SECURITIES Ref No 228510168711 -HDFC",X8101,228510168711,26131.21,Credit,22Sep26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X7709-credited by Rs.15038.2 on 13Feb26 transfer from AMAZON PAY INDIA Ref No 436368655187 -SBI",X7709,436368655187,15038.2,Credit,13Feb26,NaN,Miscellaneous,SBI
Transaction successful. Rs.40032.00 transferred to MYNTRA DESIGNS Ref No 177333919047,NaN,177333919047,40032.00,Debit,NaN,MYNTRA DESIGNS,Shopping,NaN
"Dear KOTAK User, your A/c X9522-credited by Rs.21978.69 on 14Aug26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 762371073396 -HDFC",X9522,762371073396,21978.69,Credit,14Aug26,NaN,Miscellaneous,HDFC
INR 7930.00 spent using UPI at MAMAEARTH INDIA Ref No 350465629556 on 13May26. Avl Bal XXXX,NaN,350465629556,7930.00,Debit,13May26,MAMAEARTH INDIA,Beauty,NaN
Transaction successful. Rs.19147.00 transferred to SPOTIFY INDIA Ref No 203086000982,NaN,203086000982,19147.00,Debit,NaN,SPOTIFY INDIA,Entertainment,NaN
"Dear ICICI User, your A/c X6344-credited by Rs.13033.16 on 14Dec26 transfer from GROWW INVESTMENTS Ref No 813315862255 -PNB",X6344,813315862255,13033.16,Credit,14Dec26,NaN,Miscellaneous,ICICI
Rs.21176.00 debited from A/c XX4336 on 21Apr26 towards UDEMY INDIA UPI Ref 689541374029. HDFC Bank,XX4336,689541374029,21176.00,Debit,21Apr26,UDEMY INDIA,Education,HDFC
Dear UPI user A/C X4878 debited by 45230.00 on date 29Jun26 trf to RELIANCE DIGITAL Refno 415711191952 If not u? call-1800111109 - SBI,X4878,415711191952,45230.00,Debit,29Jun26,RELIANCE DIGITAL,Electronics,SBI
"Dear AXIS User, your A/c X8823-credited by Rs.20921.3 on 18Jun26 transfer from UPSTOX SECURITIES Ref No 266798919905 -SBI",X8823,266798919905,20921.3,Credit,18Jun26,NaN,Miscellaneous,SBI
INR 16658.00 spent using UPI at NETFLIX INDIA Ref No 209960587008 on 15Jan26. Avl Bal XXXX,NaN,209960587008,16658.00,Debit,15Jan26,NETFLIX INDIA,Entertainment,NaN
"Dear PNB User, your A/c X2658-credited by Rs.22424.01 on 02Jun26 transfer from CRED PAYMENTS Ref No 488651127520 -ICICI",X2658,488651127520,22424.01,Credit,02Jun26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X8017-credited by Rs.33993.21 on 08Jan26 transfer from ZERODHA BROKING LTD Ref No 702115973055 -SBI",X8017,702115973055,33993.21,Credit,08Jan26,NaN,Miscellaneous,SBI
INR 31354.00 spent using UPI at AMAZON PAY Ref No 769574400393 on 16Mar26. Avl Bal XXXX,NaN,769574400393,31354.00,Debit,16Mar26,AMAZON PAY,Shopping,NaN
Your A/c XX7895 is debited by Rs.45468.00 on 02Apr26 towards ZOMATO - ICICI Bank,XX7895,NaN,45468.00,Debit,02Apr26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.42392.00 debited from A/c XX6873 towards RELIANCE JIO INFOCOMM Ref 911745694791,XX6873,911745694791,42392.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear ICICI User, your A/c X3282-credited by Rs.26228.5 on 27May26 transfer from AMAZON PAY INDIA Ref No 558655717366 -PNB",X3282,558655717366,26228.5,Credit,27May26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X3739-credited by Rs.7865.15 on 09Apr26 transfer from SWIGGY LIMITED Ref No 129244586802 -SBI",X3739,129244586802,7865.15,Credit,09Apr26,NaN,Miscellaneous,SBI
INR 3354.00 spent using UPI at DISNEY HOTSTAR Ref No 281585627786 on 28Apr26. Avl Bal XXXX,NaN,281585627786,3354.00,Debit,28Apr26,DISNEY HOTSTAR,Entertainment,NaN
"Dear HDFC User, your A/c X6480-credited by Rs.36944.27 on 04May26 transfer from BIGBASKET ONLINE Ref No 438698322640 -KOTAK",X6480,438698322640,36944.27,Credit,04May26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X2167-credited by Rs.17231.83 on 24Nov26 transfer from BIGBASKET ONLINE Ref No 586191658495 -AXIS",X2167,586191658495,17231.83,Credit,24Nov26,NaN,Miscellaneous,AXIS
Rs.2495.00 debited from A/c XX9572 on 15Apr26 towards GROWW ACCOUNT UPI Ref 306292641370. HDFC Bank,XX9572,306292641370,2495.00,Debit,15Apr26,GROWW ACCOUNT,Finance,HDFC
"Dear KOTAK User, your A/c X8437-credited by Rs.16943.82 on 26Sep26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 582572814828 -KOTAK",X8437,582572814828,16943.82,Credit,26Sep26,NaN,Miscellaneous,KOTAK
Rs.41888.00 debited from A/c XX4573 on 23Mar26 towards Rahul Sharma UPI Ref 354660077103. HDFC Bank,XX4573,354660077103,41888.00,Debit,23Mar26,RAHUL SHARMA,Personal Transfer,HDFC
"Dear AXIS User, your A/c X6056-credited by Rs.8584.01 on 25Jan26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 552911103552 -AXIS",X6056,552911103552,8584.01,Credit,25Jan26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X4869-credited by Rs.900.07 on 02Apr26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 176018573162 -SBI",X4869,176018573162,900.07,Credit,02Apr26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X2197-credited by Rs.49833.02 on 14Feb26 transfer from SWIGGY LIMITED Ref No 736424114367 -PNB",X2197,736424114367,49833.02,Credit,14Feb26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X7734-credited by Rs.8286.03 on 17Feb26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 831170807279 -SBI",X7734,831170807279,8286.03,Credit,17Feb26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X8483-credited by Rs.5446.94 on 26May26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 908040715420 -KOTAK",X8483,908040715420,5446.94,Credit,26May26,NaN,Miscellaneous,KOTAK
"Dear KOTAK User, your A/c X2060-credited by Rs.26892.41 on 04Oct26 transfer from SWIGGY LIMITED Ref No 963163762618 -ICICI",X2060,963163762618,26892.41,Credit,04Oct26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3040-credited by Rs.26838.72 on 02Aug26 transfer from BYJUS LEARNING Ref No 872666308634 -PNB",X3040,872666308634,26838.72,Credit,02Aug26,NaN,Miscellaneous,PNB
"Dear KOTAK User, your A/c X6189-credited by Rs.48957.84 on 11Jul26 transfer from ANGEL ONE LIMITED Ref No 323811278539 -ICICI",X6189,323811278539,48957.84,Credit,11Jul26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X7510 debited by 26185.00 on date 15Apr26 trf to SHELL INDIA Refno 793967696129 If not u? call-1800111109 - SBI,X7510,793967696129,26185.00,Debit,15Apr26,SHELL INDIA,Fuel,SBI
"Dear ICICI User, your A/c X8899-credited by Rs.44011.33 on 25Jun26 transfer from GROWW INVESTMENTS Ref No 882443872370 -HDFC",X8899,882443872370,44011.33,Credit,25Jun26,NaN,Miscellaneous,HDFC
INR 26693.00 spent using UPI at DMART READY Ref No 951159374820 on 26Feb26. Avl Bal XXXX,NaN,951159374820,26693.00,Debit,26Feb26,DMART READY,Groceries,NaN
INR 23930.00 spent using UPI at INSTAMART Ref No 240648545033 on 20Apr26. Avl Bal XXXX,NaN,240648545033,23930.00,Debit,20Apr26,INSTAMART,Groceries,NaN
"Dear SBI User, your A/c X8380-credited by Rs.27720.86 on 08Dec26 transfer from AMAZON PAY INDIA Ref No 500404998202 -SBI",X8380,500404998202,27720.86,Credit,08Dec26,NaN,Miscellaneous,SBI
A/c XX7105 debited by Rs.2700.00 for ZEPTO MARKETPLAC on 21Apr26 UTR 390082372212,XX7105,390082372212,2700.00,Debit,21Apr26,ZEPTO MARKETPLAC,Groceries,NaN
"Dear ICICI User, your A/c X2338-credited by Rs.2421.44 on 07Feb26 transfer from SPOTIFY INDIA Ref No 372420515099 -SBI",X2338,372420515099,2421.44,Credit,07Feb26,NaN,Miscellaneous,SBI
Payment of Rs.45646.00 successful to SWIGGY LIMITED via UPI Ref 325087558697,NaN,325087558697,45646.00,Debit,NaN,SWIGGY LIMITED VIA UPI,Food,NaN
UPI Txn Successful. Rs.3809.00 debited from A/c XX7553 towards PURPLLE Ref 106996892559,XX7553,106996892559,3809.00,Debit,NaN,NaN,Miscellaneous,NaN
Dear UPI user A/C X9035 debited by 4431.00 on date 26May26 trf to PURPLLE Refno 562083763700 If not u? call-1800111109 - SBI,X9035,562083763700,4431.00,Debit,26May26,PURPLLE,Beauty,SBI
"Dear PNB User, your A/c X6604-credited by Rs.40903.81 on 14Oct26 transfer from BYJUS LEARNING Ref No 893038533672 -HDFC",X6604,893038533672,40903.81,Credit,14Oct26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X9236-credited by Rs.42099.75 on 18Dec26 transfer from CRED PAYMENTS Ref No 754471032400 -PNB",X9236,754471032400,42099.75,Credit,18Dec26,NaN,Miscellaneous,ICICI
UPI Txn Successful. Rs.5098.00 debited from A/c XX6504 towards BLINKIT GROCERIES Ref 259757877122,XX6504,259757877122,5098.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X2397-credited by Rs.25119.16 on 14Feb26 transfer from GROWW INVESTMENTS Ref No 585658113772 -SBI",X2397,585658113772,25119.16,Credit,14Feb26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X5842-credited by Rs.39202.4 on 18Dec26 transfer from ZERODHA BROKING LTD Ref No 912259859719 -HDFC",X5842,912259859719,39202.4,Credit,18Dec26,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X5799-credited by Rs.18886.88 on 18Mar26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 510344101078 -AXIS",X5799,510344101078,18886.88,Credit,18Mar26,NaN,Miscellaneous,AXIS
INR 43997.00 spent using UPI at COURSERA LEARNING Ref No 785597717318 on 25Jun26. Avl Bal XXXX,NaN,785597717318,43997.00,Debit,25Jun26,COURSERA LEARNING,Education,NaN
"Dear AXIS User, your A/c X3845-credited by Rs.26812.21 on 28Apr26 transfer from SWIGGY LIMITED Ref No 524775413847 -PNB",X3845,524775413847,26812.21,Credit,28Apr26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X3659-credited by Rs.1345.96 on 26Jan26 transfer from CRED PAYMENTS Ref No 460376091178 -KOTAK",X3659,460376091178,1345.96,Credit,26Jan26,NaN,Miscellaneous,SBI
Payment of Rs.41000.00 successful to MYNTRA DESIGNS via UPI Ref 486212661443,NaN,486212661443,41000.00,Debit,NaN,MYNTRA DESIGNS VIA UPI,Shopping,NaN
"Dear HDFC User, your A/c X6280-credited by Rs.18334.84 on 19Jun26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 866774575580 -HDFC",X6280,866774575580,18334.84,Credit,19Jun26,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X1322-credited by Rs.1117.14 on 24May26 transfer from GROWW INVESTMENTS Ref No 131248376000 -HDFC",X1322,131248376000,1117.14,Credit,24May26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.689.00 debited from A/c XX2291 towards UDEMY INDIA Ref 663363201938,XX2291,663363201938,689.00,Debit,NaN,NaN,Miscellaneous,NaN
INR 13106.00 spent using UPI at VIJAY SALES Ref No 645203099355 on 26Jun26. Avl Bal XXXX,NaN,645203099355,13106.00,Debit,26Jun26,VIJAY SALES,Recharge,NaN
A/c XX6390 debited by Rs.39033.00 for OLA CABS on 21May26 UTR 791537065964,XX6390,791537065964,39033.00,Debit,21May26,OLA CABS,Travel,NaN
"Dear PNB User, your A/c X8219-credited by Rs.2787.17 on 01May26 transfer from ANGEL ONE LIMITED Ref No 718777435805 -HDFC",X8219,718777435805,2787.17,Credit,01May26,NaN,Miscellaneous,HDFC
Rs.28487.00 debited from A/c XX7880 on 05Mar26 towards DMART READY UPI Ref 666671250031. HDFC Bank,XX7880,666671250031,28487.00,Debit,05Mar26,DMART READY,Groceries,HDFC
"Dear ICICI User, your A/c X4458-credited by Rs.5519.23 on 11Nov26 transfer from ZOMATO LIMITED Ref No 344218453511 -AXIS",X4458,344218453511,5519.23,Credit,11Nov26,LIMITED,Miscellaneous,ICICI
"Dear AXIS User, your A/c X3825-credited by Rs.23996.63 on 13Dec26 transfer from UPSTOX SECURITIES Ref No 255682927251 -KOTAK",X3825,255682927251,23996.63,Credit,13Dec26,NaN,Miscellaneous,AXIS
"Dear AXIS User, your A/c X7378-credited by Rs.20088.65 on 09May26 transfer from CRED PAYMENTS Ref No 136226472927 -ICICI",X7378,136226472927,20088.65,Credit,09May26,NaN,Miscellaneous,ICICI
INR 19122.00 spent using UPI at RELIANCE DIGITAL Ref No 123914472464 on 14Jan26. Avl Bal XXXX,NaN,123914472464,19122.00,Debit,14Jan26,RELIANCE DIGITAL,Electronics,NaN
"Dear AXIS User, your A/c X5342-credited by Rs.41964.67 on 01Sep26 transfer from SPOTIFY INDIA Ref No 148231405397 -AXIS",X5342,148231405397,41964.67,Credit,01Sep26,NaN,Miscellaneous,AXIS
"Dear HDFC User, your A/c X4216-credited by Rs.8704.99 on 14Feb26 transfer from PHYSICS WALLAH Ref No 139184249900 -PNB",X4216,139184249900,8704.99,Credit,14Feb26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X6282-credited by Rs.29777.22 on 18Feb26 transfer from PAYTM PAYMENTS BANK Ref No 520145116234 -HDFC",X6282,520145116234,29777.22,Credit,18Feb26,NaN,Miscellaneous,HDFC
Transaction successful. Rs.18665.00 transferred to BLINKIT GROCERIES Ref No 682928924016,NaN,682928924016,18665.00,Debit,NaN,BLINKIT GROCERIES,Groceries,NaN
UPI Txn Successful. Rs.23057.00 debited from A/c XX3957 towards PM CARES FUND Ref 634112587511,XX3957,634112587511,23057.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear AXIS User, your A/c X5866-credited by Rs.7389.26 on 19Jan26 transfer from ANGEL ONE LIMITED Ref No 697002452947 -ICICI",X5866,697002452947,7389.26,Credit,19Jan26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.24567.00 transferred to INDIAN OIL Ref No 801622076969,NaN,801622076969,24567.00,Debit,NaN,INDIAN OIL,Fuel,NaN
"Dear KOTAK User, your A/c X2323-credited by Rs.28359.73 on 20Aug26 transfer from GROWW INVESTMENTS Ref No 908667911304 -PNB",X2323,908667911304,28359.73,Credit,20Aug26,NaN,Miscellaneous,PNB
UPI Txn Successful. Rs.8537.00 debited from A/c XX3863 towards PM CARES FUND Ref 942577063607,XX3863,942577063607,8537.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X2293-credited by Rs.45927.73 on 18Nov26 transfer from CRED PAYMENTS Ref No 511183748573 -HDFC",X2293,511183748573,45927.73,Credit,18Nov26,NaN,Miscellaneous,HDFC
"Dear PNB User, your A/c X4864-credited by Rs.33368.77 on 13Oct26 transfer from AMAZON PAY INDIA Ref No 214990751676 -PNB",X4864,214990751676,33368.77,Credit,13Oct26,NaN,Miscellaneous,PNB
A/c XX2380 debited by Rs.6397.00 for PHYSICS WALLAH on 05Feb26 UTR 300132649319,XX2380,300132649319,6397.00,Debit,05Feb26,PHYSICS WALLAH,Education,NaN
Payment of Rs.46403.00 successful to ZERODHA FUNDING via UPI Ref 907121780583,NaN,907121780583,46403.00,Debit,NaN,ZERODHA FUNDING VIA UPI,Recharge,NaN
"Dear PNB User, your A/c X2762-credited by Rs.10891.53 on 16Dec26 transfer from SWIGGY LIMITED Ref No 274231354454 -PNB",X2762,274231354454,10891.53,Credit,16Dec26,NaN,Miscellaneous,PNB
UPI Txn Successful. Rs.5594.00 debited from A/c XX8058 towards COURSERA LEARNING Ref 714418826775,XX8058,714418826775,5594.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear ICICI User, your A/c X2448-credited by Rs.30581.77 on 09Jan26 transfer from ANGEL ONE LIMITED Ref No 763627828223 -KOTAK",X2448,763627828223,30581.77,Credit,09Jan26,NaN,Miscellaneous,ICICI
"Dear AXIS User, your A/c X8046-credited by Rs.12518.1 on 08Jun26 transfer from BYJUS LEARNING Ref No 943803287518 -AXIS",X8046,943803287518,12518.1,Credit,08Jun26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X1840-credited by Rs.21934.42 on 22Mar26 transfer from ZERODHA BROKING LTD Ref No 796357241607 -KOTAK",X1840,796357241607,21934.42,Credit,22Mar26,NaN,Miscellaneous,ICICI
Your A/c XX3410 is debited by Rs.89.00 on 27Apr26 towards LANDLORD - ICICI Bank,XX3410,NaN,89.00,Debit,27Apr26,NaN,Miscellaneous,ICICI
Payment of Rs.5859.00 successful to GOLD GYM via UPI Ref 283587620163,NaN,283587620163,5859.00,Debit,NaN,GOLD GYM VIA UPI,Recharge,NaN
UPI Txn Successful. Rs.22753.00 debited from A/c XX5396 towards LANDLORD Ref 372170145116,XX5396,372170145116,22753.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X7806-credited by Rs.42390.98 on 10Dec26 transfer from BLINKIT GROCERIES Ref No 726765347170 -KOTAK",X7806,726765347170,42390.98,Credit,10Dec26,NaN,Miscellaneous,KOTAK
"Dear PNB User, your A/c X2920-credited by Rs.32800.02 on 25May26 transfer from BYJUS LEARNING Ref No 771007144022 -HDFC",X2920,771007144022,32800.02,Credit,25May26,NaN,Miscellaneous,HDFC
Dear UPI user A/C X5921 debited by 883.00 on date 20Mar26 trf to BLINKIT GROCERIES Refno 224876531863 If not u? call-1800111109 - SBI,X5921,224876531863,883.00,Debit,20Mar26,BLINKIT GROCERIES,Groceries,SBI
"Dear ICICI User, your A/c X9383-credited by Rs.15711.28 on 17Sep26 transfer from NETFLIX INDIA Ref No 953813399650 -PNB",X9383,953813399650,15711.28,Credit,17Sep26,NaN,Miscellaneous,ICICI
Your A/c XX4741 is debited by Rs.4274.00 on 29May26 towards CULT FIT - ICICI Bank,XX4741,NaN,4274.00,Debit,29May26,NaN,Miscellaneous,ICICI
INR 26390.00 spent using UPI at AMAZON PAY Ref No 305094346582 on 01Mar26. Avl Bal XXXX,NaN,305094346582,26390.00,Debit,01Mar26,AMAZON PAY,Shopping,NaN
"Dear PNB User, your A/c X7137-credited by Rs.6589.4 on 26Jan26 transfer from BYJUS LEARNING Ref No 605653040736 -AXIS",X7137,605653040736,6589.4,Credit,26Jan26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X3812-credited by Rs.49765.32 on 22Dec26 transfer from GROWW INVESTMENTS Ref No 545191715707 -PNB",X3812,545191715707,49765.32,Credit,22Dec26,NaN,Miscellaneous,SBI
A/c XX9978 debited by Rs.21415.00 for RELIANCE JIO INFOCOMM on 11Jan26 UTR 637520655193,XX9978,637520655193,21415.00,Debit,11Jan26,RELIANCE JIO INFOCOMM,Recharge,NaN
"Dear SBI User, your A/c X5416-credited by Rs.4837.39 on 19May26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 775156397226 -KOTAK",X5416,775156397226,4837.39,Credit,19May26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X4262-credited by Rs.3558.6 on 03Feb26 transfer from UPSTOX SECURITIES Ref No 713940161033 -ICICI",X4262,713940161033,3558.6,Credit,03Feb26,NaN,Miscellaneous,HDFC
A/c XX4499 debited by Rs.7783.00 for RAPIDO RIDE on 12Mar26 UTR 268436425790,XX4499,268436425790,7783.00,Debit,12Mar26,RAPIDO RIDE,Travel,NaN
Dear UPI user A/C X8672 debited by 23072.00 on date 05Jan26 trf to ZERODHA FUNDING Refno 580679435130 If not u? call-1800111109 - SBI,X8672,580679435130,23072.00,Debit,05Jan26,ZERODHA FUNDING,Finance,SBI
"Dear HDFC User, your A/c X2474-credited by Rs.15757.4 on 20May26 transfer from UPSTOX SECURITIES Ref No 697063459552 -HDFC",X2474,697063459552,15757.4,Credit,20May26,NaN,Miscellaneous,HDFC
Your A/c XX2737 is debited by Rs.36692.00 on 25May26 towards FLIPKART INTERNET - ICICI Bank,XX2737,NaN,36692.00,Debit,25May26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X9777-credited by Rs.42352.82 on 11Jul26 transfer from UPSTOX SECURITIES Ref No 898368108132 -ICICI",X9777,898368108132,42352.82,Credit,11Jul26,NaN,Miscellaneous,ICICI
INR 12022.00 spent using UPI at BLINKIT GROCERIES Ref No 811651693464 on 09Jun26. Avl Bal XXXX,NaN,811651693464,12022.00,Debit,09Jun26,BLINKIT GROCERIES,Groceries,NaN
"Dear SBI User, your A/c X9623-credited by Rs.9830.5 on 17Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 690062221390 -ICICI",X9623,690062221390,9830.5,Credit,17Mar26,NaN,Miscellaneous,SBI
UPI Txn Successful. Rs.9667.00 debited from A/c XX8341 towards RELIANCE JIO INFOCOMM Ref 940805453024,XX8341,940805453024,9667.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X4456-credited by Rs.23606.29 on 07Mar26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 940205549007 -SBI",X4456,940205549007,23606.29,Credit,07Mar26,NaN,Miscellaneous,SBI
"Dear ICICI User, your A/c X9079-credited by Rs.28553.61 on 07Mar26 transfer from ANGEL ONE LIMITED Ref No 451050068404 -HDFC",X9079,451050068404,28553.61,Credit,07Mar26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.12323.00 debited from A/c XX7457 towards FLIPKART INTERNET Ref 969624154770,XX7457,969624154770,12323.00,Debit,NaN,NaN,Miscellaneous,NaN
A/c XX8466 debited by Rs.19518.00 for VIJAY SALES on 11Jan26 UTR 767913127854,XX8466,767913127854,19518.00,Debit,11Jan26,VIJAY SALES,Recharge,NaN
Transaction successful. Rs.40168.00 transferred to Rahul Sharma Ref No 781468583690,NaN,781468583690,40168.00,Debit,NaN,RAHUL SHARMA,Personal Transfer,NaN
"Dear ICICI User, your A/c X8724-credited by Rs.24306.7 on 06Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 718097760655 -AXIS",X8724,718097760655,24306.7,Credit,06Mar26,NaN,Miscellaneous,ICICI
